,dummy_teams,dummy_coaches,scale,n_estimators,min_samples_split,min_samples_leaf,max_features,max_depth,criterion,acc_train,ci_train,acc_test,ci_test,time
67,False,False,std,200,8,4,log2,100.0,gini,85.88790346258334,0.4028735199347967,64.89517661673055,1.2576135565348694,43.34
68,False,False,std,500,8,4,log2,100.0,gini,86.2226749307035,0.498873901530391,64.50372132035207,1.4153071893639149,53.96
69,False,False,std,50,32,4,log2,100.0,gini,83.8946802097288,0.9094733470155439,63.78256022593352,0.7270519434600992,38.11
70,False,False,std,200,32,4,log2,100.0,gini,85.2492856845427,0.34338737500815286,64.4005648337881,1.224464993654017,43.37
71,False,False,std,500,32,4,log2,100.0,gini,85.67673979874247,0.487928504936771,64.4214594370773,1.7126676509529855,53.38
72,False,False,std,50,2,16,log2,100.0,gini,64.65796934165749,1.024799861529113,54.09999256797647,0.9595824812316195,37.99
73,False,False,std,200,2,16,log2,100.0,gini,64.81761185107229,1.3609557898490852,54.45010457918821,0.7872933300907159,42.56
74,False,False,std,500,2,16,log2,100.0,gini,64.8485224219332,1.0908192952212727,54.34711796744773,1.2702920942765439,53.97
75,False,False,std,50,8,16,log2,100.0,gini,63.84420934369441,0.904261339329371,53.68785501183815,1.2055979350791337,37.59
76,False,False,std,200,8,16,log2,100.0,gini,64.30773927280259,1.1320376128244567,53.87342202214743,1.296030291564335,43.04
77,False,False,std,500,8,16,log2,100.0,gini,64.64763354907566,1.2673640471105196,54.47072313588924,1.58446637090833,53.3
78,False,False,std,50,32,16,log2,100.0,gini,63.66913608210073,1.2609831118867905,53.893700829201485,1.1344461381234616,37.91
79,False,False,std,200,32,16,log2,100.0,gini,64.43650569052086,1.1255294598218966,53.99704842494187,1.5565039549056903,43.33
80,False,False,std,500,32,16,log2,100.0,gini,64.77127848476273,1.2508639716887047,54.20297917971694,1.2234207247306554,53.07
81,False,False,std,50,2,1,,400.0,gini,99.99484934329128,0.014300515607507999,82.77736842664062,1.5564896921014095,139.13
82,False,False,std,200,2,1,,400.0,gini,100.0,0.0,83.35424209285783,1.1487276228841778,400.54
83,False,False,std,500,2,1,,400.0,gini,100.0,0.0,83.70454521324598,1.8079283844846943,922.25
84,False,False,std,50,8,1,,400.0,gini,99.90213884865582,0.12260288521698973,83.21006083642116,1.4083199628028062,135.49
85,False,False,std,200,8,1,,400.0,gini,99.98969868658256,0.017514483148550797,83.622028517736,1.2333531688689716,396.82
86,False,False,std,500,8,1,,400.0,gini,99.98969868658254,0.028601031215015997,83.68405406266258,1.8450141097405222,919.27
